,1GWh,2GWh,3GWh,4GWh,5GWh,6GWh,7GWh,8GWh,9GWh,10GWh
loc_002,0.27517124658469894,0.27517124658469894,0.27517124658469894,0.27517124658469894,0.27517124658469894,0.27517124658469894,0.27517124658469894,0.27517124658469894,0.27517124658469894,0.27517124658469894
loc_000,0.15101913251366167,0.15101913251366167,0.15101913251366167,0.15101913251366167,0.15101913251366167,0.15101913251366167,0.15101913251366167,0.15101913251366167,0.15101913251366167,0.15101913251366167
loc_008,0.14602060450819654,0.14602060450819654,0.14602060450819654,0.14602060450819654,0.14602060450819654,0.14602060450819654,0.14602060450819654,0.14602060450819654,0.14602060450819654,0.14602060450819654
loc_003,0.24302426001821448,0.24302426001821448,0.24302426001821448,0.24302426001821448,0.24302426001821448,0.24302426001821448,0.24302426001821448,0.24302426001821448,0.24302426001821448,0.24302426001821448
loc_009,0.1259106705373407,0.1259106705373407,0.1259106705373407,0.1259106705373407,0.1259106705373407,0.1259106705373407,0.1259106705373407,0.1259106705373407,0.1259106705373407,0.1259106705373407
loc_007,0.12144288706739562,0.12144288706739562,0.12144288706739562,0.12144288706739562,0.12144288706739562,0.12144288706739562,0.12144288706739562,0.12144288706739562,0.12144288706739562,0.12144288706739562
loc_005,0.191280397313297,0.191280397313297,0.191280397313297,0.191280397313297,0.191280397313297,0.191280397313297,0.191280397313297,0.191280397313297,0.191280397313297,0.191280397313297
loc_004,0.11074401639344297,0.11074401639344297,0.11074401639344297,0.11074401639344297,0.11074401639344297,0.11074401639344297,0.11074401639344297,0.11074401639344297,0.11074401639344297,0.11074401639344297
loc_001,0.14522174066484575,0.14522174066484575,0.14522174066484575,0.14522174066484575,0.14522174066484575,0.14522174066484575,0.14522174066484575,0.14522174066484575,0.14522174066484575,0.14522174066484575
loc_006,0.11424012408925323,0.11424012408925323,0.11424012408925323,0.11424012408925323,0.11424012408925323,0.11424012408925323,0.11424012408925323,0.11424012408925323,0.11424012408925323,0.11424012408925323
loc_012,0.19460840960837916,0.19460840960837916,0.19460840960837916,0.19460840960837916,0.19460840960837916,0.19460840960837916,0.19460840960837916,0.19460840960837916,0.19460840960837916,0.19460840960837916
loc_014,0.08993369990892525,0.08993369990892525,0.08993369990892525,0.08993369990892525,0.08993369990892525,0.08993369990892525,0.08993369990892525,0.08993369990892525,0.08993369990892525,0.08993369990892525
loc_016,0.2340928973132973,0.2340928973132973,0.2340928973132973,0.2340928973132973,0.2340928973132973,0.2340928973132973,0.2340928973132973,0.2340928973132973,0.2340928973132973,0.2340928973132973
loc_011,0.09545584585610205,0.09545584585610205,0.09545584585610205,0.09545584585610205,0.09545584585610205,0.09545584585610205,0.09545584585610205,0.09545584585610205,0.09545584585610205,0.09545584585610205
loc_010,0.23963955373406207,0.23963955373406207,0.23963955373406207,0.23963955373406207,0.23963955373406207,0.23963955373406207,0.23963955373406207,0.23963955373406207,0.23963955373406207,0.23963955373406207
loc_013,0.14113324681238626,0.14113324681238626,0.14113324681238626,0.14113324681238626,0.14113324681238626,0.14113324681238626,0.14113324681238626,0.14113324681238626,0.14113324681238626,0.14113324681238626
loc_018,0.1841471004098353,0.1841471004098353,0.1841471004098353,0.1841471004098353,0.1841471004098353,0.1841471004098353,0.1841471004098353,0.1841471004098353,0.1841471004098353,0.1841471004098353
loc_017,0.10403641962659387,0.10403641962659387,0.10403641962659387,0.10403641962659387,0.10403641962659387,0.10403641962659387,0.10403641962659387,0.10403641962659387,0.10403641962659387,0.10403641962659387
loc_015,0.23682811589253192,0.23682811589253192,0.23682811589253192,0.23682811589253192,0.23682811589253192,0.23682811589253192,0.23682811589253192,0.23682811589253192,0.23682811589253192,0.23682811589253192
loc_019,0.12383640141165753,0.12383640141165753,0.12383640141165753,0.12383640141165753,0.12383640141165753,0.12383640141165753,0.12383640141165753,0.12383640141165753,0.12383640141165753,0.12383640141165753
loc_020,0.20585831625683026,0.20585831625683026,0.20585831625683026,0.20585831625683026,0.20585831625683026,0.20585831625683026,0.20585831625683026,0.20585831625683026,0.20585831625683026,0.20585831625683026
loc_022,0.11642047586520965,0.11642047586520965,0.11642047586520965,0.11642047586520965,0.11642047586520965,0.11642047586520965,0.11642047586520965,0.11642047586520965,0.11642047586520965,0.11642047586520965
loc_023,0.22797191370673925,0.22797191370673925,0.22797191370673925,0.22797191370673925,0.22797191370673925,0.22797191370673925,0.22797191370673925,0.22797191370673925,0.22797191370673925,0.22797191370673925
loc_021,0.205948423269581,0.205948423269581,0.205948423269581,0.205948423269581,0.205948423269581,0.205948423269581,0.205948423269581,0.205948423269581,0.205948423269581,0.205948423269581
loc_026,0.11486312727686661,0.11486312727686661,0.11486312727686661,0.11486312727686661,0.11486312727686661,0.11486312727686661,0.11486312727686661,0.11486312727686661,0.11486312727686661,0.11486312727686661
loc_025,0.1931033424408007,0.1931033424408007,0.1931033424408007,0.1931033424408007,0.1931033424408007,0.1931033424408007,0.1931033424408007,0.1931033424408007,0.1931033424408007,0.1931033424408007
loc_027,0.20545236794171262,0.20545236794171262,0.20545236794171262,0.20545236794171262,0.20545236794171262,0.20545236794171262,0.20545236794171262,0.20545236794171262,0.20545236794171262,0.20545236794171262
loc_024,0.2255358151183977,0.2255358151183977,0.2255358151183977,0.2255358151183977,0.2255358151183977,0.2255358151183977,0.2255358151183977,0.2255358151183977,0.2255358151183977,0.2255358151183977
loc_028,0.2525120366575588,0.2525120366575588,0.2525120366575588,0.2525120366575588,0.2525120366575588,0.2525120366575588,0.2525120366575588,0.2525120366575588,0.2525120366575588,0.2525120366575588
loc_031,0.12682188979963585,0.12682188979963585,0.12682188979963585,0.12682188979963585,0.12682188979963585,0.12682188979963585,0.12682188979963585,0.12682188979963585,0.12682188979963585,0.12682188979963585
loc_030,0.21934851889799659,0.21934851889799659,0.21934851889799659,0.21934851889799659,0.21934851889799659,0.21934851889799659,0.21934851889799659,0.21934851889799659,0.21934851889799659,0.21934851889799659
loc_036,0.17477821607468055,0.17477821607468055,0.17477821607468055,0.17477821607468055,0.17477821607468055,0.17477821607468055,0.17477821607468055,0.17477821607468055,0.17477821607468055,0.17477821607468055
loc_033,0.25484718010018287,0.25484718010018287,0.25484718010018287,0.25484718010018287,0.25484718010018287,0.25484718010018287,0.25484718010018287,0.25484718010018287,0.25484718010018287,0.25484718010018287
loc_035,0.22394640141165728,0.22394640141165728,0.22394640141165728,0.22394640141165728,0.22394640141165728,0.22394640141165728,0.22394640141165728,0.22394640141165728,0.22394640141165728,0.22394640141165728
loc_034,0.18307542463570173,0.18307542463570173,0.18307542463570173,0.18307542463570173,0.18307542463570173,0.18307542463570173,0.18307542463570173,0.18307542463570173,0.18307542463570173,0.18307542463570173
loc_032,0.1506640095628421,0.1506640095628421,0.1506640095628421,0.1506640095628421,0.1506640095628421,0.1506640095628421,0.1506640095628421,0.1506640095628421,0.1506640095628421,0.1506640095628421
loc_037,0.18508064093806842,0.18508064093806842,0.18508064093806842,0.18508064093806842,0.18508064093806842,0.18508064093806842,0.18508064093806842,0.18508064093806842,0.18508064093806842,0.18508064093806842
loc_038,0.13649035177595606,0.13649035177595606,0.13649035177595606,0.13649035177595606,0.13649035177595606,0.13649035177595606,0.13649035177595606,0.13649035177595606,0.13649035177595606,0.13649035177595606
loc_029,0.1270964287340616,0.1270964287340616,0.1270964287340616,0.1270964287340616,0.1270964287340616,0.1270964287340616,0.1270964287340616,0.1270964287340616,0.1270964287340616,0.1270964287340616
loc_039,0.25044769581056453,0.25044769581056453,0.25044769581056453,0.25044769581056453,0.25044769581056453,0.25044769581056453,0.25044769581056453,0.25044769581056453,0.25044769581056453,0.25044769581056453
loc_041,0.24811560678506425,0.24811560678506425,0.24811560678506425,0.24811560678506425,0.24811560678506425,0.24811560678506425,0.24811560678506425,0.24811560678506425,0.24811560678506425,0.24811560678506425
loc_044,0.1604121869307833,0.1604121869307833,0.1604121869307833,0.1604121869307833,0.1604121869307833,0.1604121869307833,0.1604121869307833,0.1604121869307833,0.1604121869307833,0.1604121869307833
loc_043,0.1105913342440801,0.1105913342440801,0.1105913342440801,0.1105913342440801,0.1105913342440801,0.1105913342440801,0.1105913342440801,0.1105913342440801,0.1105913342440801,0.1105913342440801
loc_040,0.10539978255919881,0.10539978255919881,0.10539978255919881,0.10539978255919881,0.10539978255919881,0.10539978255919881,0.10539978255919881,0.10539978255919881,0.10539978255919881,0.10539978255919881
loc_042,0.1926808538251368,0.1926808538251368,0.1926808538251368,0.1926808538251368,0.1926808538251368,0.1926808538251368,0.1926808538251368,0.1926808538251368,0.1926808538251368,0.1926808538251368
loc_045,0.13034900273224084,0.13034900273224084,0.13034900273224084,0.13034900273224084,0.13034900273224084,0.13034900273224084,0.13034900273224084,0.13034900273224084,0.13034900273224084,0.13034900273224084
loc_047,0.10858111111111123,0.10858111111111123,0.10858111111111123,0.10858111111111123,0.10858111111111123,0.10858111111111123,0.10858111111111123,0.10858111111111123,0.10858111111111123,0.10858111111111123
loc_046,0.18388275500910733,0.18388275500910733,0.18388275500910733,0.18388275500910733,0.18388275500910733,0.18388275500910733,0.18388275500910733,0.18388275500910733,0.18388275500910733,0.18388275500910733
loc_050,0.15252131375227676,0.15252131375227676,0.15252131375227676,0.15252131375227676,0.15252131375227676,0.15252131375227676,0.15252131375227676,0.15252131375227676,0.15252131375227676,0.15252131375227676
loc_051,0.24197693533697667,0.24197693533697667,0.24197693533697667,0.24197693533697667,0.24197693533697667,0.24197693533697667,0.24197693533697667,0.24197693533697667,0.24197693533697667,0.24197693533697667
loc_053,0.1963823372040074,0.1963823372040074,0.1963823372040074,0.1963823372040074,0.1963823372040074,0.1963823372040074,0.1963823372040074,0.1963823372040074,0.1963823372040074,0.1963823372040074
loc_049,0.2500156397996355,0.2500156397996355,0.2500156397996355,0.2500156397996355,0.2500156397996355,0.2500156397996355,0.2500156397996355,0.2500156397996355,0.2500156397996355,0.2500156397996355
loc_052,0.1643573463114757,0.1643573463114757,0.1643573463114757,0.1643573463114757,0.1643573463114757,0.1643573463114757,0.1643573463114757,0.1643573463114757,0.1643573463114757,0.1643573463114757
loc_054,0.182855910746813,0.182855910746813,0.182855910746813,0.182855910746813,0.182855910746813,0.182855910746813,0.182855910746813,0.182855910746813,0.182855910746813,0.182855910746813
loc_055,0.11291192736794176,0.11291192736794176,0.11291192736794176,0.11291192736794176,0.11291192736794176,0.11291192736794176,0.11291192736794176,0.11291192736794176,0.11291192736794176,0.11291192736794176
loc_056,0.11124581853369772,0.11124581853369772,0.11124581853369772,0.11124581853369772,0.11124581853369772,0.11124581853369772,0.11124581853369772,0.11124581853369772,0.11124581853369772,0.11124581853369772
loc_048,0.18901256147540957,0.18901256147540957,0.18901256147540957,0.18901256147540957,0.18901256147540957,0.18901256147540957,0.18901256147540957,0.18901256147540957,0.18901256147540957,0.18901256147540957
loc_057,0.24404620787795972,0.24404620787795972,0.24404620787795972,0.24404620787795972,0.24404620787795972,0.24404620787795972,0.24404620787795972,0.24404620787795972,0.24404620787795972,0.24404620787795972
loc_058,0.19984902094717574,0.19984902094717574,0.19984902094717574,0.19984902094717574,0.19984902094717574,0.19984902094717574,0.19984902094717574,0.19984902094717574,0.19984902094717574,0.19984902094717574
loc_061,0.25750633196721223,0.25750633196721223,0.25750633196721223,0.25750633196721223,0.25750633196721223,0.25750633196721223,0.25750633196721223,0.25750633196721223,0.25750633196721223,0.25750633196721223
loc_060,0.10051174521857942,0.10051174521857942,0.10051174521857942,0.10051174521857942,0.10051174521857942,0.10051174521857942,0.10051174521857942,0.10051174521857942,0.10051174521857942,0.10051174521857942
loc_059,0.18066258082877928,0.18066258082877928,0.18066258082877928,0.18066258082877928,0.18066258082877928,0.18066258082877928,0.18066258082877928,0.18066258082877928,0.18066258082877928,0.18066258082877928
loc_064,0.18225155737704926,0.18225155737704926,0.18225155737704926,0.18225155737704926,0.18225155737704926,0.18225155737704926,0.18225155737704926,0.18225155737704926,0.18225155737704926,0.18225155737704926
loc_063,0.24740998747723128,0.24740998747723128,0.24740998747723128,0.24740998747723128,0.24740998747723128,0.24740998747723128,0.24740998747723128,0.24740998747723128,0.24740998747723128,0.24740998747723128
loc_065,0.25636182035519123,0.25636182035519123,0.25636182035519123,0.25636182035519123,0.25636182035519123,0.25636182035519123,0.25636182035519123,0.25636182035519123,0.25636182035519123,0.25636182035519123
loc_062,0.2104085029599274,0.2104085029599274,0.2104085029599274,0.2104085029599274,0.2104085029599274,0.2104085029599274,0.2104085029599274,0.2104085029599274,0.2104085029599274,0.2104085029599274
loc_066,0.09800343465391619,0.09800343465391619,0.09800343465391619,0.09800343465391619,0.09800343465391619,0.09800343465391619,0.09800343465391619,0.09800343465391619,0.09800343465391619,0.09800343465391619
loc_067,0.08896144694899796,0.08896144694899796,0.08896144694899796,0.08896144694899796,0.08896144694899796,0.08896144694899796,0.08896144694899796,0.08896144694899796,0.08896144694899796,0.08896144694899796
loc_068,0.23110760245901693,0.23110760245901693,0.23110760245901693,0.23110760245901693,0.23110760245901693,0.23110760245901693,0.23110760245901693,0.23110760245901693,0.23110760245901693,0.23110760245901693
loc_071,0.2330173451730425,0.2330173451730425,0.2330173451730425,0.2330173451730425,0.2330173451730425,0.2330173451730425,0.2330173451730425,0.2330173451730425,0.2330173451730425,0.2330173451730425
loc_070,0.1286906113387981,0.1286906113387981,0.1286906113387981,0.1286906113387981,0.1286906113387981,0.1286906113387981,0.1286906113387981,0.1286906113387981,0.1286906113387981,0.1286906113387981
loc_069,0.24460235769581049,0.24460235769581049,0.24460235769581049,0.24460235769581049,0.24460235769581049,0.24460235769581049,0.24460235769581049,0.24460235769581049,0.24460235769581049,0.24460235769581049
loc_073,0.1913377914389799,0.1913377914389799,0.1913377914389799,0.1913377914389799,0.1913377914389799,0.1913377914389799,0.1913377914389799,0.1913377914389799,0.1913377914389799,0.1913377914389799
loc_074,0.22961094717668518,0.22961094717668518,0.22961094717668518,0.22961094717668518,0.22961094717668518,0.22961094717668518,0.22961094717668518,0.22961094717668518,0.22961094717668518,0.22961094717668518
loc_075,0.10538535632969018,0.10538535632969018,0.10538535632969018,0.10538535632969018,0.10538535632969018,0.10538535632969018,0.10538535632969018,0.10538535632969018,0.10538535632969018,0.10538535632969018
loc_076,0.09822359403460826,0.09822359403460826,0.09822359403460826,0.09822359403460826,0.09822359403460826,0.09822359403460826,0.09822359403460826,0.09822359403460826,0.09822359403460826,0.09822359403460826
loc_078,0.15717267531876136,0.15717267531876136,0.15717267531876136,0.15717267531876136,0.15717267531876136,0.15717267531876136,0.15717267531876136,0.15717267531876136,0.15717267531876136,0.15717267531876136
loc_077,0.24681531534608325,0.24681531534608325,0.24681531534608325,0.24681531534608325,0.24681531534608325,0.24681531534608325,0.24681531534608325,0.24681531534608325,0.24681531534608325,0.24681531534608325
loc_080,0.1610494250910747,0.1610494250910747,0.1610494250910747,0.1610494250910747,0.1610494250910747,0.1610494250910747,0.1610494250910747,0.1610494250910747,0.1610494250910747,0.1610494250910747
loc_079,0.09974741917122028,0.09974741917122028,0.09974741917122028,0.09974741917122028,0.09974741917122028,0.09974741917122028,0.09974741917122028,0.09974741917122028,0.09974741917122028,0.09974741917122028
loc_081,0.21506001707650219,0.21506001707650219,0.21506001707650219,0.21506001707650219,0.21506001707650219,0.21506001707650219,0.21506001707650219,0.21506001707650219,0.21506001707650219,0.21506001707650219
loc_082,0.10334600865209512,0.10334600865209512,0.10334600865209512,0.10334600865209512,0.10334600865209512,0.10334600865209512,0.10334600865209512,0.10334600865209512,0.10334600865209512,0.10334600865209512
loc_084,0.23645149931694023,0.23645149931694023,0.23645149931694023,0.23645149931694023,0.23645149931694023,0.23645149931694023,0.23645149931694023,0.23645149931694023,0.23645149931694023,0.23645149931694023
loc_083,0.14444116917122074,0.14444116917122074,0.14444116917122074,0.14444116917122074,0.14444116917122074,0.14444116917122074,0.14444116917122074,0.14444116917122074,0.14444116917122074,0.14444116917122074
loc_085,0.1128591063296904,0.1128591063296904,0.1128591063296904,0.1128591063296904,0.1128591063296904,0.1128591063296904,0.1128591063296904,0.1128591063296904,0.1128591063296904,0.1128591063296904
loc_087,0.1254909665300548,0.1254909665300548,0.1254909665300548,0.1254909665300548,0.1254909665300548,0.1254909665300548,0.1254909665300548,0.1254909665300548,0.1254909665300548,0.1254909665300548
loc_072,0.11354704348816039,0.11354704348816039,0.11354704348816039,0.11354704348816039,0.11354704348816039,0.11354704348816039,0.11354704348816039,0.11354704348816039,0.11354704348816039,0.11354704348816039
loc_086,0.17627314776866987,0.17627314776866987,0.17627314776866987,0.17627314776866987,0.17627314776866987,0.17627314776866987,0.17627314776866987,0.17627314776866987,0.17627314776866987,0.17627314776866987
loc_089,0.24692645947176733,0.24692645947176733,0.24692645947176733,0.24692645947176733,0.24692645947176733,0.24692645947176733,0.24692645947176733,0.24692645947176733,0.24692645947176733,0.24692645947176733
loc_088,0.12419851662112978,0.12419851662112978,0.12419851662112978,0.12419851662112978,0.12419851662112978,0.12419851662112978,0.12419851662112978,0.12419851662112978,0.12419851662112978,0.12419851662112978
loc_090,0.13655377163023638,0.13655377163023638,0.13655377163023638,0.13655377163023638,0.13655377163023638,0.13655377163023638,0.13655377163023638,0.13655377163023638,0.13655377163023638,0.13655377163023638
loc_093,0.10011078551912579,0.10011078551912579,0.10011078551912579,0.10011078551912579,0.10011078551912579,0.10011078551912579,0.10011078551912579,0.10011078551912579,0.10011078551912579,0.10011078551912579
loc_092,0.20636917235883417,0.20636917235883417,0.20636917235883417,0.20636917235883417,0.20636917235883417,0.20636917235883417,0.20636917235883417,0.20636917235883417,0.20636917235883417,0.20636917235883417
loc_091,0.2530568806921676,0.2530568806921676,0.2530568806921676,0.2530568806921676,0.2530568806921676,0.2530568806921676,0.2530568806921676,0.2530568806921676,0.2530568806921676,0.2530568806921676
loc_094,0.22662762295082023,0.22662762295082023,0.22662762295082023,0.22662762295082023,0.22662762295082023,0.22662762295082023,0.22662762295082023,0.22662762295082023,0.22662762295082023,0.22662762295082023
loc_097,0.10505720856102004,0.10505720856102004,0.10505720856102004,0.10505720856102004,0.10505720856102004,0.10505720856102004,0.10505720856102004,0.10505720856102004,0.10505720856102004,0.10505720856102004
loc_095,0.09796884107468105,0.09796884107468105,0.09796884107468105,0.09796884107468105,0.09796884107468105,0.09796884107468105,0.09796884107468105,0.09796884107468105,0.09796884107468105,0.09796884107468105
loc_096,0.2695701764571947,0.2695701764571947,0.2695701764571947,0.2695701764571947,0.2695701764571947,0.2695701764571947,0.2695701764571947,0.2695701764571947,0.2695701764571947,0.2695701764571947
loc_099,0.21195321607468107,0.21195321607468107,0.21195321607468107,0.21195321607468107,0.21195321607468107,0.21195321607468107,0.21195321607468107,0.21195321607468107,0.21195321607468107,0.21195321607468107
loc_098,0.12009948884335173,0.12009948884335173,0.12009948884335173,0.12009948884335173,0.12009948884335173,0.12009948884335173,0.12009948884335173,0.12009948884335173,0.12009948884335173,0.12009948884335173
